epoch,batch,loss
1,0,7.0354603213162505
1,373,3.2097004555834183
1,746,3.221415170103545
1,1119,2.9454020083210954
1,1492,2.8020852701205485
1,1865,2.807517512763015
1,2238,2.633853146316249
1,2611,2.8123979724479966
1,2984,2.8677195536140756
1,3357,2.8028309279283787
1,3730,2.6969118377730945
1,4103,2.686955654641772
1,4476,2.6437043713177455
1,4849,2.8711476262199627
1,5222,2.988714601120509
1,5595,2.6781097139684804
1,5968,2.662185815957309
